"Job Offer Title";"Researcher Profile";"Company";"Fields";"Hours/Week";"Country";"City";"Where to Apply";"More Info"
"57840: Computer scientist or similar (f/m/x) - Modification of algorithms and methods for the...";"Recognised Researcher (R2) , Established Researcher (R3)";"Deutsches Zentrum für Luft - und Raumfahrt (DLR)";"Engineering ,Technology";"";"Germany";"Oberpfaffenhofen";"mailto:karriere@dlr.de";"https://euraxess.ec.europa.eu/jobs/662842"
"Linux Engineer Systems Administrator";"Recognised Researcher (R2) , Established Researcher (R3)";"European Synchrotron Radiation Facility";"Engineering, Computer engineering";"35";"France";"Grenoble";"https://jobstats.robopost.com/count/clic.php?v=431222&j=636";"https://euraxess.ec.europa.eu/jobs/695637"
"Ethics and legal researchers in the area of biomedical data sciences (Research...";"First Stage Researcher (R1) , Recognised Researcher (R2)";"University of Luxembourg";"Ethics in natural sciences ,Juridical sciences ,Medical sciences";"40";"Luxembourg";"Belval";"https://uniluxembourg.recruitmentplatform.com/apply.html?jobId=P4CFK026203F3VBQB7V7VV4AO-97161&langCode=en_GB";"https://euraxess.ec.europa.eu/jobs/680105"
"Mass Spectrometry Expert";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Institute of Science and Technology Austria (IST Austria)";"Biological sciences ,Chemistry ,Computer science ,Mathematics ,Technology";"";"Austria";"Klosterneuburg, Vienna";"mailto:recruiting@ist.ac.at";"https://euraxess.ec.europa.eu/jobs/683961"
"Senior research scientist (postdoc level)";"Recognised Researcher (R2)";"University of Tübingen";"Neurosciences, Neurophysiology";"42";"Germany";"Tübingen";"mailto:ulf.ziemann@uni-tuebingen.de";"https://euraxess.ec.europa.eu/jobs/696706"
"Postdoctoral Scientist - Structural Studies - Dr Julian Gough - LMB 1689";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"MRC Laboratory of Molecular Biology";"Biological sciences ,Engineering ,Medical sciences";"";"United Kingdom";"Cambridge";"https://mrc.tal.net/vx/lang-en-GB/appcentre-1/candidate/postings/1719";"https://euraxess.ec.europa.eu/jobs/694857"
"EMDB Resource Manager";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"European Molecular Biology Laboratory (EMBL)";"Biological sciences ,Computer science ,Medical sciences ,Technology";"";"United Kingdom";"Hinxton, Cambridge";"https://emea3.recruitmentplatform.com/apply-app/pages/application-form?jobId=QHPFK026203F3VBQB688N79SB-4515&langCode=en_GB";"https://euraxess.ec.europa.eu/jobs/684080"
"60761: Physicist, Computer Scientist, Data Scientist or similar (f/m/x) - Machine Learning Based...";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"German Aerospace Center (DLR)";"Physics";"";"Germany";"Oberpfaffenhofen";"https://www.dlr.de/dlr/jobs/en/desktopdefault.aspx/tabid-10596/1003_read-46847/";"https://euraxess.ec.europa.eu/jobs/696477"
"60761: Physicist, Computer Scientist, Data Scientist or similar (f/m/x) - Machine Learning Based...";"First Stage Researcher (R1)";"Deutsches Zentrum für Luft - und Raumfahrt (DLR)";"Engineering ,Technology";"";"Germany";"Oberpfaffenhofen";"mailto:karriere@dlr.de";"https://euraxess.ec.europa.eu/jobs/695953"
"Tenure Track Position for a Scientist or Working Group Leader on “Soil Erosion...";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Leibniz Centre for Agricultural Landscape Research (ZALF)";"Agricultural sciences ,Geography";"";"Germany";"Müncheberg";"mailto:tenuretrack@zalf.de";"https://euraxess.ec.europa.eu/jobs/692712"
"57840: Computer scientist or similar (f/m/x) - Modification of algorithms and methods for the...";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"German Aerospace Center (DLR)";"Economics ,Technology";"";"Germany";"Oberpfaffenhofen";"https://www.dlr.de/dlr/jobs/en/desktopdefault.aspx/tabid-10596/1003_read-46399/";"https://euraxess.ec.europa.eu/jobs/684677"
"NGS Technician Biomedical Sequencing Facility (m/f/d)";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Research Center for Molecular Medicine (CeMM), ÖAW";"Biological sciences ,Chemistry ,Medical sciences ,Technology";"";"Austria";"Vienna";"https://cemm.jobbase.io/job/bvcslrj2";"https://euraxess.ec.europa.eu/jobs/684523"
"PostDoc Animal Bioinformatics";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"SKOLKOVO INSTITUTE OF SCIENCE AND TECHNOLOGY";"Biological sciences ,Engineering ,Mathematics ,Medical sciences";"";"Russia";"Skolkovo, Russia";"https://www.timeshighereducation.com/unijobs/listing/268394/postdoc-animal-bioinformatics/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-02";"https://euraxess.ec.europa.eu/jobs/696353"
"Senior/Laboratory Research Scientist in Glycoproteomics";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Francis Crick Institute";"Biological sciences ,Chemistry ,Technology";"";"United Kingdom";"London";"https://crick.wd3.myworkdayjobs.com/External/job/London/Senior-Laboratory-Research-Scientist-in-Glycoproteomics_R496-1";"https://euraxess.ec.europa.eu/jobs/703922"
"Research Scientist (f/m/d) - Biophysics/Mass Spectrometry";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Evotec AG";"Literature ,Physics";"";"Germany";"Hamburg";"https://evotecgroup.wd3.myworkdayjobs.com/Evotec_Career_Site/job/Hamburg/Research-Scientist_REQ-03839";"https://euraxess.ec.europa.eu/jobs/684296"
"Physician-Scientist in Neurology";"First Stage Researcher (R1)";"University of Luxembourg";"Neurosciences";"40";"Luxembourg";"-";"https://uniluxembourg.recruitmentplatform.com/apply.html?jobId=P4CFK026203F3VBQB7V7VV4AO-99567&langCode=en_GB";"https://euraxess.ec.europa.eu/jobs/692478"
"Tenure Track";"Established Researcher (R3)";"Rectorate";"Computer science, Autonomic computing ,Computer science, Mathematics, Statistics";"40";"Austria";"Wien";"mailto:jobcenter@univie.ac.at";"https://euraxess.ec.europa.eu/jobs/702564"
"Finance Administrator";"First Stage Researcher (R1)";"Trilateral Research Ltd";"Other";"40";"Ireland";"Waterford";"mailto:careers@trilateralresearch.com";"https://euraxess.ec.europa.eu/jobs/698899"
"Staff Scientist, Semiconductor Process Engineer";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"NATIONAL UNIVERSITY OF SINGAPORE";"Chemistry ,Engineering ,Physics";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/269214/staff-scientist-semiconductor-process-engineer/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-02";"https://euraxess.ec.europa.eu/jobs/699076"
"Computational Cancer Biology";"First Stage Researcher (R1)";"KU Leuven";"Other";"38";"Belgium";"Leuven";"https://easyapply.jobs/r/A9oRvZA1W7twEAENMsK";"https://euraxess.ec.europa.eu/jobs/702759"
"PhD position (Ageing...";"First Stage Researcher (R1)";"International PhD Programme “Gene Regulation, Epigenetics and Genome Stability”";"Biological sciences, Biology";"39";"Germany";"Mainz";"https://www.imb.de/phd";"https://euraxess.ec.europa.eu/jobs/625421"
"Assistant";"First Stage Researcher (R1)";"Jan Kochanowski University";"Other";"40";"Poland";"Kielce";"mailto:ifiz@ujk.edu.pl";"https://euraxess.ec.europa.eu/jobs/698343"
"Scientist in the field of bioinformatics (m/f/x)";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Helmholtz Zentrum München - German Research Center for Environmental Health (HMGU)";"Biological sciences ,Medical sciences";"";"Germany";"Dresden";"https://jobs.helmholtz-muenchen.de/jobposting/a128fc80950b2b5a7a1e5e0f99bbc5ec77f1be11?ref=helmholtz";"https://euraxess.ec.europa.eu/jobs/684502"
"Scientist in the field of bioinformatics (m/f/x)";"Recognised Researcher (R2) , Established Researcher (R3)";"Helmholtz Zentrum München - Deutsches Forschungszentrum für Gesundheit und Umwelt";"Medical sciences";"";"Germany";"Dresden";"https://jobs.helmholtz-muenchen.de/jobposting/a128fc80950b2b5a7a1e5e0f99bbc5ec77f1be11?ref=helmholtz";"https://euraxess.ec.europa.eu/jobs/673731"
"Postdoctoral Scientist - Organoid Research (f/m/x)";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Helmholtz Zentrum München - German Research Center for Environmental Health (HMGU)";"Biological sciences ,Chemistry ,Engineering ,Medical sciences ,Technology";"";"Germany";"Neuherberg (bei München)";"https://jobs.helmholtz-muenchen.de/jobposting/6263389276e5bc136d6817a622f43ddb9a2009de?ref=helmholtz";"https://euraxess.ec.europa.eu/jobs/684278"
"PhD position: Model informed data acquisition for emission flux estimation using 4-dimensional...";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Jülich Research Centre (FZJ)";"Chemistry ,Environmental science ,Mathematics ,Medical sciences ,Physics ,Technology";"";"Germany";"Jülich";"https://www.fz-juelich.de/SharedDocs/Stellenangebote/_common/dna/2021D-132-EN-IEK-8.html?nn=722038";"https://euraxess.ec.europa.eu/jobs/692295"
"Postdoctoral Scientist - Organoid Research (f/m/x)";"Recognised Researcher (R2) , Established Researcher (R3)";"Helmholtz Zentrum München - Deutsches Forschungszentrum für Gesundheit und Umwelt";"Medical sciences";"";"Germany";"Neuherberg (bei München)";"https://jobs.helmholtz-muenchen.de/jobposting/6263389276e5bc136d6817a622f43ddb9a2009de?ref=helmholtz";"https://euraxess.ec.europa.eu/jobs/677247"
"PhD Position - Data-Driven Approaches to Rational Designs of Covalent Drugs";"First Stage Researcher (R1)";"Forschungszentrum Jülich";"All";"";"Germany";"Jülich";"mailto:karriere@fz-juelich.de";"https://euraxess.ec.europa.eu/jobs/660791"
"PhD Position - Data-Driven Approaches to Rational Designs of Covalent Drugs";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Jülich Research Centre (FZJ)";"Biological sciences ,Chemistry ,Computer science ,Environmental science ,Mathematics ,Medical sciences ,Physics";"";"Germany";"Jülich";"https://www.fz-juelich.de/SharedDocs/Stellenangebote/_common/dna/2021D-091-EN-JSC.html?nn=722038";"https://euraxess.ec.europa.eu/jobs/684695"
"Computer scientist for model driven engineering (# of pos: 3)";"Recognised Researcher (R2) , Established Researcher (R3)";"Flanders Make";"Engineering, Computer engineering";"38";"Belgium";"Leuven";"https://flandersmake.talentfinder.be/en/vacature/reference/EX48573/application-form.aspx";"https://euraxess.ec.europa.eu/jobs/328861"
"Microbiological standards officer and project coordinator";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"European Molecular Biology Laboratory (EMBL)";"Biological sciences ,Chemistry ,Computer science ,Medical sciences ,Physics ,Technology";"";"Germany";"Heidelberg";"https://emea3.recruitmentplatform.com/apply-app/pages/application-form?jobId=QHPFK026203F3VBQB688N79SB-4644&langCode=en_GB";"https://euraxess.ec.europa.eu/jobs/695005"
"Researcher in pelagic ecology (M/F)";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3)";"IFREMER - Institut Français de Recherche pour l&amp;amp;#039;Exploitation de la MER";"Computer science ,Engineering ,Environmental science ,Other";"38";"France";"Nantes";"http://www.jobs.net/j/JaXstppw?idpartenaire=25&jobdetails=true";"https://euraxess.ec.europa.eu/jobs/699200"
"Post-Doctoral Researcher - Feminist Digital Humanities (MUAHI), ( 22-month contract / until 30th...";"First Stage Researcher (R1)";"Maynooth University";"Arts ,Literature ,Other";"37";"Ireland";"Co. Kildare";"https://www.maynoothuniversity.ie/human-resources/vacancies";"https://euraxess.ec.europa.eu/jobs/695391"
"Postdoctoral position in cancer epidemiology";"First Stage Researcher (R1)";"Inserm";"Medical sciences, Other";"35";"France";"Villejuif";"mailto:alexandra-cristina.paunescu@gustaveroussy.fr";"https://euraxess.ec.europa.eu/jobs/696626"
"Postdoctoral Associate / Staff Scientist (m/f/div) Computational Biology";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Max Planck Institute for Molecular Genetics (MPI-MG)";"Biological sciences";"";"Germany";"Berlin";"mailto:job-21-07@molgen.mpg.de";"https://euraxess.ec.europa.eu/jobs/624292"
"Software Developer";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"University of Luxembourg";"Biological sciences ,Computer science ,Juridical sciences ,Medical sciences";"";"Luxembourg";"Luxembourg";"https://emea3.recruitmentplatform.com/syndicated/private/syd_apply.cfm?ID=PSAFK026203F3VBQB7V7VV4I3&nPostingTargetId=99384&nPostingId=68176";"https://euraxess.ec.europa.eu/jobs/699989"
"Research Associate: Artificial Intelligence and Digital Twins in Cardiovascular Disease";"Recognised Researcher (R2) , Established Researcher (R3)";"KINGS COLLEGE LONDON";"Biological sciences ,Engineering ,Medical sciences";"";"United Kingdom";"London (Greater) (GB)";"https://www.timeshighereducation.com/unijobs/listing/269498/research-associate-artificial-intelligence-and-digital-twins-in-cardiovascular-disease/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-02";"https://euraxess.ec.europa.eu/jobs/700121"
"Research Associate / PhD student (m/f/x)";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Technische Universität Dresden (TU Dresden)";"Biological sciences ,Chemistry ,Technology";"";"Germany";"01069 Dresden";"mailto:andre.scheffel@tu-dresden.de";"https://euraxess.ec.europa.eu/jobs/703917"
"Senior Machine Learning Engineer (# of pos: 2)";"First Stage Researcher (R1) , Established Researcher (R3)";"ARQUIMEA GROUP";"Engineering, Electronic engineering ,Mathematics, Algorithms";"40";"Spain";"San Cristóbal de La Laguna";"https://arquimea.bamboohr.com/jobs/view.php?id=127";"https://euraxess.ec.europa.eu/jobs/696648"
"Two-year Postdoc position on the developmental genetic basis of an evolutionary innovation (Khila...";"First Stage Researcher (R1)";"CNRS";"Physics";"35";"France";"LYON 07";"https://emploi.cnrs.fr/Candidat/Offre/UMR5239-MIRFRA-003/Candidater.aspx";"https://euraxess.ec.europa.eu/jobs/701996"
"Single Cell Genomics – Computational Biologist";"Recognised Researcher (R2) , Established Researcher (R3)";"Centre For Genomic Regulation";"Biological sciences";"40";"Spain";"Barcelona";"https://recruitment.crg.eu/content/jobs/position/single-cell-genomics-%E2%80%93-computational-biologist-0";"https://euraxess.ec.europa.eu/jobs/700366"
"PhD position: Scientific Discovery in Earth System Science: Applying Deep Learning Technologies in...";"First Stage Researcher (R1)";"Forschungszentrum Jülich";"All";"";"Germany";"Jülich";"mailto:karriere@fz-juelich.de";"https://euraxess.ec.europa.eu/jobs/691843"
"Ethics and legal researchers in the area of biomedical data sciences (Research...";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"University of Luxembourg";"Computer science ,Juridical sciences ,Medical sciences ,Philosophy";"";"Luxembourg";"Luxembourg";"https://emea3.recruitmentplatform.com/syndicated/private/syd_apply.cfm?ID=PSAFK026203F3VBQB7V7VV4I3&nPostingTargetId=97160&nPostingId=66077";"https://euraxess.ec.europa.eu/jobs/699987"
"Postdoctoral Position in Multiomics data integration";"Recognised Researcher (R2)";"Masaryk University - Faculty of Science – RECETOX";"Biological sciences, Biology ,Mathematics, Mathematical analysis ,Mathematics, Statistics";"40";"Czech Republic";"Brno";"https://www.muni.cz/en/about-us/careers/vacancies/60854";"https://euraxess.ec.europa.eu/jobs/700417"
"Postdoctoral Research Fellow in Plant Phenotyping";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"ZHEJIANG UNIVERSITY";"Agricultural sciences ,Engineering ,Mathematics";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/270254/postdoctoral-research-fellow-in-plant-phenotyping/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-02";"https://euraxess.ec.europa.eu/jobs/703181"
"Open PhD positions at the International Helmholtz-Weizmann Research School on Multimessenger... (# of pos: 6)";"First Stage Researcher (R1)";"DESY";"Astronomy, Astrophysics";"";"Germany";"Zeuthen";"https://www.multimessenger-school.de/";"https://euraxess.ec.europa.eu/jobs/678298"
"Postdoc – Transfer Learning Methods for Deep Learning in Scientific Applications";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Jülich Research Centre (FZJ)";"Computer science ,Technology";"";"Germany";"Jülich";"https://www.fz-juelich.de/SharedDocs/Stellenangebote/_common/dna/2021-299-EN-IAS-8.html?nn=722038";"https://euraxess.ec.europa.eu/jobs/684482"
"Chair Professor / Professor of Practice / Professor / Associate Professor";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"HONG KONG BAPTIST UNIVERSITY";"Economics ,Engineering ,Management sciences";"";"Hong Kong";"Kowloon Tong, Hong Kong";"https://www.timeshighereducation.com/unijobs/listing/209514/chair-professor-professor-of-practice-professor-associate-professor/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-02";"https://euraxess.ec.europa.eu/jobs/644370"
"Senior FPGA Engineer";"Recognised Researcher (R2) , Established Researcher (R3)";"European Synchrotron Radiation Facility";"Engineering, Electrical engineering";"35";"France";"Grenoble";"https://jobstats.robopost.com/count/clic.php?v=433486&j=636";"https://euraxess.ec.europa.eu/jobs/696788"
"PhD Student position MRI based characterization of renal function in chronic kidney disease...";"First Stage Researcher (R1)";"UGent";"Engineering, Biomedical engineering ,Engineering, Electrical engineering ,Medical sciences, Technology, Medical technology";"40";"Belgium";"Gent";"mailto:pim.pullens@ugent.be";"https://euraxess.ec.europa.eu/jobs/702284"
"Principal Member of Technical Staff for next-generation memory subsystem";"First Stage Researcher (R1)";"IMEC";"Engineering";"40";"Belgium";"Heverlee";"https://www.imec.be/nl/je-carriere-bij-imec/vacatures/principal-member-technical-staff-next-generation-memory-subsystem";"https://euraxess.ec.europa.eu/jobs/698240"
"Post-doc ”Extreme universe studies with CTA” (M/F)";"Recognised Researcher (R2)";"CNRS";"Physics";"35";"France";"ANNECY LE VIEUX";"https://emploi.cnrs.fr/Candidat/Offre/UMR5814-CLABOM-061/Candidater.aspx";"https://euraxess.ec.europa.eu/jobs/688462"
"Research fellowship in human skin permeation studies using Raman spectroscopy and data analysis";"Established Researcher (R3) , Leading Researcher (R4)";"LE STUDIUM";"Biological sciences, Biology ,Chemistry, Biochemistry ,Pharmacological sciences, Cosmetology ,Physics, Biophysics";"40";"France";"Tours";"http://www.lestudium-ias.com/recruitment/research-fellowship-raman-spectroscopy-and-data-analysis-ex-vivo-and-vivo-human-skin";"https://euraxess.ec.europa.eu/jobs/702250"
"Research Technician, Cancer B-Cell Group";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"UNIVERSITY OF SOUTHAMPTON";"Biological sciences ,Medical sciences";"";"United Kingdom";"Southampton";"https://www.timeshighereducation.com/unijobs/listing/268576/research-technician-cancer-b-cell-group/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-02";"https://euraxess.ec.europa.eu/jobs/696913"
"Head of Laboratory";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"PETER THE GREAT ST.PETERSBURG POLYTECHNIC UNIVERSITY";"Chemistry";"";"Russia";"Saint Petersburg";"https://www.timeshighereducation.com/unijobs/listing/229913/head-of-laboratory/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-02";"https://euraxess.ec.europa.eu/jobs/678792"
"Tenure Track Position for a Scientist or Working Group Leader on “Trace Gas Biogeochemistry in...";"Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Leibniz Centre for Agricultural Landscape Research (ZALF)";"Agricultural sciences ,Chemistry ,Environmental science";"40";"Germany";"Müncheberg";"mailto:tenuretrack@zalf.de";"https://euraxess.ec.europa.eu/jobs/692415"
"Tenure Track Position for a Scientist or Working Group Leader on “Trace Gas Biogeochemistry in...";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Leibniz Centre for Agricultural Landscape Research (ZALF)";"Technology";"";"Germany";"Müncheberg";"mailto:tenuretrack@zalf.de";"https://euraxess.ec.europa.eu/jobs/692711"
"Statistical Consultant (f/m/x)";"Recognised Researcher (R2) , Established Researcher (R3)";"Helmholtz Zentrum München - Deutsches Forschungszentrum für Gesundheit und Umwelt";"Medical sciences";"";"Germany";"Neuherberg (bei München)";"https://jobs.helmholtz-muenchen.de/jobposting/956845b96cbb1f42dd22cd358e4b63d3fcaabe25?ref=helmholtz";"https://euraxess.ec.europa.eu/jobs/675451"
"Senior Technician of the Biostatistics Unit (statistician/ statistical geneticist) - Population and...";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Human Technopole";"Biological sciences ,Computer science ,Mathematics ,Medical sciences ,Neurosciences";"";"Italy";"MILANO";"https://careers.humantechnopole.it/o/senior-technician-of-the-biostatistics-unit-statistician-statistical-geneticist-population-and-medical-genomics-programme";"https://euraxess.ec.europa.eu/jobs/696004"
"Postdoctoral studies in translational leukemia/cancer biology (Scholarship)";"First Stage Researcher (R1)";"Karolinska Institutet";"Biological sciences ,Pharmacological sciences ,Technology, Biotechnology";"40";"Sweden";"Stockholm";"https://universitypositions.eu/jobs/postdoctoral-studies-in-translational-leukemiacancer-biology-scholarship/95498";"https://euraxess.ec.europa.eu/jobs/698294"
"Research Assistant, Biochemistry";"First Stage Researcher (R1) , Recognised Researcher (R2)";"NATIONAL UNIVERSITY OF SINGAPORE";"Biological sciences ,Chemistry ,Medical sciences";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/267756/research-assistant-biochemistry/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-02";"https://euraxess.ec.europa.eu/jobs/693724"
"Research Assistant, Global Asia Institute";"First Stage Researcher (R1) , Recognised Researcher (R2)";"NATIONAL UNIVERSITY OF SINGAPORE";"Environmental science ,Ethics in health sciences ,Geosciences ,Neurosciences ,Psychological sciences ,Sociology";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/267755/research-assistant-global-asia-institute/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-02";"https://euraxess.ec.europa.eu/jobs/693723"
"Post-Doc position at INSEAD, in collaboration with the Paris Brain Institute (ICM) at Sorbonne...";"Established Researcher (R3) , Recognised Researcher (R2) , Leading Researcher (R4)";"INSEAD";"Biological sciences ,Medical sciences ,Neurosciences ,Pharmacological sciences ,Psychological sciences";"TBD";"France";"Fontainebleau";"mailto:hilke.plassmann@insead.edu";"https://euraxess.ec.europa.eu/jobs/664681"
"University Assistant (prae doc)";"First Stage Researcher (R1)";"Faculty of Business, Economics and Statistics";"Mathematics, Statistics";"30";"Austria";"Wien";"mailto:jobcenter@univie.ac.at";"https://euraxess.ec.europa.eu/jobs/695961"
"Postdoc Vacancy in the Direction of Computational Biology and Genomic Analysis";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"SKOLKOVO INSTITUTE OF SCIENCE AND TECHNOLOGY";"Biological sciences ,Mathematics ,Medical sciences";"";"Russia";"Skolkovo, Russia";"https://www.timeshighereducation.com/unijobs/listing/267944/postdoc-vacancy-in-the-direction-of-computational-biology-and-genomic-analysis/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-02";"https://euraxess.ec.europa.eu/jobs/694740"
"A Cloud Architecture for Large-Scale Scientific Experiments";"First Stage Researcher (R1)";"Karlsruhe Institute of Technology (KIT)";"Computer science, Other";"";"Germany";"Karlsruhe";"https://www.ipe.kit.edu/english/hiwi_internships_3321.php";"https://euraxess.ec.europa.eu/jobs/681342"
"Postdoc ‘Functional connectivity of the memory engram’";"Recognised Researcher (R2)";"Radboud University Medical Center (Radboudumc)";"Medical sciences";"36.0";"Netherlands";"Nijmegen";"https://www.academictransfer.com/304569/postdoc-functional-connectivity-of-the-memory-engram/apply/#apply";"https://euraxess.ec.europa.eu/jobs/687260"
"PostDoc on Machine-Learning and Big Data Engineering (0,8 - 1,0 fte)";"Recognised Researcher (R2)";"Eindhoven University of Technology (TU/e)";"Technology";"30.4";"Netherlands";"Eindhoven";"https://www.academictransfer.com/305923/postdoc-on-machine-learning-and-big-data-engineering-08-10-fte/apply/#apply";"https://euraxess.ec.europa.eu/jobs/703484"
"University Assistant (prae doc)";"First Stage Researcher (R1)";"Faculty of Computer Science";"Computer science, Other";"30";"Austria";"Wien";"mailto:jobcenter@univie.ac.at";"https://euraxess.ec.europa.eu/jobs/662254"
"PhD Position: Application of Machine Learning to Ranking Exhaustive Enumerations of Molecular...";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Jülich Research Centre (FZJ)";"Chemistry ,Environmental science ,Mathematics ,Medical sciences ,Physics";"";"Germany";"Jülich";"https://www.fz-juelich.de/SharedDocs/Stellenangebote/_common/dna/2021D-141-EN-IEK-8.html?nn=722038";"https://euraxess.ec.europa.eu/jobs/699166"
"PhD Position: Application of Machine Learning to Ranking Exhaustive Enumerations of Molecular...";"First Stage Researcher (R1)";"Forschungszentrum Jülich";"All";"";"Germany";"Jülich";"mailto:karriere@fz-juelich.de";"https://euraxess.ec.europa.eu/jobs/698676"
"Postdoctoral Position in Multiomics Data Integration";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"MASARYK UNIVERSITY";"Biological sciences ,Mathematics ,Medical sciences";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/270453/postdoctoral-position-in-multiomics-data-integration/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-02";"https://euraxess.ec.europa.eu/jobs/703832"
"Researcher in marine biogeochemical/ecosystem/physical modelling";"Recognised Researcher (R2)";"Norwegian Institute for Water Research";"Other";"40";"Norway";"0579 Oslo";"https://www.niva.no/en/vacancies";"https://euraxess.ec.europa.eu/jobs/693962"
"Post-Doc/Research Engineer position in Data Science/AI for the behavioral analysis of... (# of pos: 3)";"First Stage Researcher (R1)";"Inserm/IMRB/ENS";"Language sciences, Neurosciences, Other";"37";"France";"CRETEIL";"mailto:rmassart.npi@gmail.com";"https://euraxess.ec.europa.eu/jobs/686062"
"Bioinformatician";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"European Molecular Biology Laboratory (EMBL)";"Biological sciences ,Engineering ,Medical sciences ,Technology";"";"United Kingdom";"Hinxton, Cambridge";"https://emea3.recruitmentplatform.com/apply-app/pages/application-form?jobId=QHPFK026203F3VBQB688N79SB-4623&langCode=en_GB";"https://euraxess.ec.europa.eu/jobs/694877"
