"Job Offer Title";"Researcher Profile";"Company";"Fields";"Hours/Week";"Country";"City";"Where to Apply";"More Info"
"PhD Student in Information Retrieval and Knowledge Representation";"First Stage Researcher (R1)";"Research Studios Austria, Data Science Studio";"Computer science, Informatics";"30";"Austria";"vienna";"mailto:jobs@researchstudio.at";"https://euraxess.ec.europa.eu/jobs/696860"
"Lecturer in Statistics, Data Science";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"UNIVERSITY OF MELBOURNE";"Mathematics";"";"Australia";"";"https://www.timeshighereducation.com/unijobs/listing/266284/lecturer-in-statistics-data-science/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/687143"
"Big Data and Machine Learning for the socio-economic analysis of migration flows";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Università per Stranieri";"Computer science, Informatics";"36";"Italy";"Reggio Calabria";"";"https://euraxess.ec.europa.eu/jobs/701448"
"Assistant Professor in Econometrics and Data Science (tenure track)";"Established Researcher (R3) , Leading Researcher (R4)";"University of Amsterdam (UvA)";"Economics";"38.0";"Netherlands";"Amsterdam";"https://www.academictransfer.com/305864/assistant-professor-in-econometrics-and-data-science-tenure-track/apply/#apply";"https://euraxess.ec.europa.eu/jobs/703050"
"Tenure-Track Faculty Positions in Artificial Intelligence and Machine Learning (f/m/d)";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Helmholtz Center for Information Security (CISPA)";"";"";"Germany";"Saarbrücken";"https://jobs.cispa.saarland/jobs/detail/130";"https://euraxess.ec.europa.eu/jobs/700048"
"Tenure-Track Faculty Positions in Artificial Intelligence and Machine Learning (f/m/d)";"Leading Researcher (R4)";"Helmholtz Center for Information Security (CISPA)";"All";"";"Germany";"Saarbrücken";"mailto:jobs@cispa.saarland";"https://euraxess.ec.europa.eu/jobs/699511"
"ASSISTANT PROFESSOR IN DATA SCIENCE";"Established Researcher (R3)";"BI Norwegian Business School";"Computer science, Other";"38";"Norway";"Oslo";"https://academicpositions.com/ad/bi-norwegian-business-school/2021/assistant-professor-in-data-science/164920";"https://euraxess.ec.europa.eu/jobs/698954"
"Research Fellow, Healthcare Data Science";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"NATIONAL UNIVERSITY OF SINGAPORE";"Engineering";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/268008/research-fellow-healthcare-data-science/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/694784"
"Assistant Professor Behavioral Data Science";"Established Researcher (R3) , Leading Researcher (R4) , Recognised Researcher (R2)";"Nyenrode Business University";"Cultural studies ,Economics ,Physics ,Technology";"40.0";"Netherlands";"Breukelen";"https://www.academictransfer.com/304376/assistant-professor-behavioral-data-science/apply/#apply";"https://euraxess.ec.europa.eu/jobs/685200"
"Research Assistant, Healthcare Data Science";"First Stage Researcher (R1) , Recognised Researcher (R2)";"NATIONAL UNIVERSITY OF SINGAPORE";"Engineering";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/267975/research-assistant-healthcare-data-science/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/694754"
"PhD Position in Continual Reinforcement Learning";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"University of Southern Denmark (SDU)";"Computer science ,Mathematics ,Physics";"";"Denmark";"Odense M";"https://www.sdu.dk/da/service/ledige_stillinger/1173438";"https://euraxess.ec.europa.eu/jobs/696486"
"Post-doc position (# of pos: 2)";"First Stage Researcher (R1)";"ENSICAEN";"Computer science ,Mathematics, Computational mathematics";"40";"France";"Caen";"mailto:Jalal.Fadili@ensicaen.fr";"https://euraxess.ec.europa.eu/jobs/685636"
"Group Leaders";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Human Technopole";"Biological sciences ,Computer science ,Mathematics ,Medical sciences ,Neurosciences ,Physics";"";"Italy";"Milan";"https://careers.humantechnopole.it/o/group-leaders";"https://euraxess.ec.europa.eu/jobs/691204"
"Postdoctoral Fellow in Wind Turbine Predictive Health Monitoring";"Recognised Researcher (R2)";"University of Southern Denmark";"Engineering";"37";"Denmark";"Odense M";"https://www.sdu.dk/en/service/ledige_stillinger/vip";"https://euraxess.ec.europa.eu/jobs/700328"
"Big Data and Machine Learning for the socio-economic analysis of migration flows";"First Stage Researcher (R1)";"University Dante Alighieri of Reggio Calabria";"Computer science, Informatics";"36";"Italy";"Reggio Calabria";"mailto:protocollo.unistrada@legalmail.it";"https://euraxess.ec.europa.eu/jobs/699856"
"Call for Postdocs in Computational Medicine (# of pos: 6)";"Recognised Researcher (R2) , Established Researcher (R3)";"Sano Centre for Computational Personalized Medicine";"Computer science";"40";"Poland";"Kraków";"https://sano.elevato.net/en/call-for-postdocs-in-computational-medicine,ja,84";"https://euraxess.ec.europa.eu/jobs/697932"
"PhD: Improving genome diagnostics by using and developing bioinformatic tools";"First Stage Researcher (R1) , Recognised Researcher (R2)";"University Medical Centre Groningen (UMCG)";"Medical sciences";"36.0";"Netherlands";"Groningen";"https://www.academictransfer.com/305910/phd-improving-genome-diagnostics-by-using-and-developing-bioinformatic-tools/apply/#apply";"https://euraxess.ec.europa.eu/jobs/703488"
"Senior Research Associate in Data Science (Fixed Term)";"Established Researcher (R3)";"Department of Engineering, University of Cambridge";"Engineering";"There are no conditions relating to hours and times of work but you are expected to work such hours and days as are reasonably necessary for the proper performance of your duties. Your times of work should be agreed between you and your head of institution, or his/her nominee.";"United Kingdom";"Cambridge";"https://www.jobs.cam.ac.uk/job/31474/";"https://euraxess.ec.europa.eu/jobs/696185"
"Programming Student Assistant: Python & Data Science";"First Stage Researcher (R1)";"ETH Zurich";"Computer science, Database management ,Computer science, Computer science, Programming";"41";"Switzerland";"Zurich";"https://academicpositions.com/ad/eth-zurich/2021/programming-student-assistant-python-data-science/165242";"https://euraxess.ec.europa.eu/jobs/703770"
"Full-time PhD Positions – Data Science";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"German Electron Synchrotron (DESY)";"Biological sciences ,Chemistry ,Computer science ,Engineering ,Mathematics ,Physics";"";"Germany";"Hamburg";"https://www.dashh.org/application/index_eng.html";"https://euraxess.ec.europa.eu/jobs/695998"
"Research Assistant, Institute of Data Science";"First Stage Researcher (R1) , Recognised Researcher (R2)";"NATIONAL UNIVERSITY OF SINGAPORE";"Engineering";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/268351/research-assistant-institute-of-data-science/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/695921"
"Research Assistant, Statistics and Data Science";"First Stage Researcher (R1) , Recognised Researcher (R2)";"NATIONAL UNIVERSITY OF SINGAPORE";"Mathematics";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/267883/research-assistant-statistics-and-data-science/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/694294"
"Assistant Professor in Biomedical data science";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Roskilde University (RUC)";"Biological sciences ,Chemistry ,Mathematics ,Medical sciences ,Physics";"";"Denmark";"Roskilde";"https://candidate.hr-manager.net/ApplicationForm/SinglePageApplicationForm.aspx?cid=1310&departmentId=18970&ProjectId=146574&MediaId=4618";"https://euraxess.ec.europa.eu/jobs/703921"
"Research Assistant/Fellow in Data Science";"First Stage Researcher (R1) , Recognised Researcher (R2)";"RMIT UNIVERSITY";"Engineering";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/269224/research-assistant-fellow-in-data-science/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/699457"
"PhD - Neurosciences & Data science oriented profile";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Capgemini Engineering France";"Psychological sciences, Psychology";"";"France";"Vélizy-Villacoublay";"https://www.abg.asso.fr/fr/candidatOffres/show/id_offre/100018";"https://euraxess.ec.europa.eu/jobs/683492"
"Post-Doctoral fellow in Data Science";"Recognised Researcher (R2) , Established Researcher (R3)";"ILL";"Chemistry";"";"France";"Grenoble";"https://www.abg.asso.fr/fr/candidatOffres/show/id_offre/100219";"https://euraxess.ec.europa.eu/jobs/688063"
"Research Fellow in Molecular Data Science";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"QUEENS UNIVERSITY BELFAST";"Biological sciences ,Mathematics ,Medical sciences";"";"United Kingdom";"Belfast, Northern Ireland";"https://www.timeshighereducation.com/unijobs/listing/270389/research-fellow-in-molecular-data-science/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/703814"
"Tenure Track";"Established Researcher (R3)";"Rectorate";"Computer science, Autonomic computing ,Computer science, Mathematics, Statistics";"40";"Austria";"Wien";"mailto:jobcenter@univie.ac.at";"https://euraxess.ec.europa.eu/jobs/702564"
"Research Associate, Department of the Built Environment";"Recognised Researcher (R2) , Established Researcher (R3)";"NATIONAL UNIVERSITY OF SINGAPORE";"Engineering";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/270580/research-associate-department-of-the-built-environment/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/704344"
"Research Fellow, Collaborative Machine Learning";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"NATIONAL UNIVERSITY OF SINGAPORE";"Engineering";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/268603/research-fellow-collaborative-machine-learning/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/696931"
"Research Fellow, Q and A NLP";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"NATIONAL UNIVERSITY OF SINGAPORE";"Engineering";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/267874/research-fellow-q-and-a-nlp/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/694287"
"Research Assistant, Department of the Built Environment";"First Stage Researcher (R1) , Recognised Researcher (R2)";"NATIONAL UNIVERSITY OF SINGAPORE";"Engineering";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/267744/research-assistant-department-of-the-built-environment/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/693712"
"Data Science Research Engineer specializing in Machine Learning";"First Stage Researcher (R1)";"Chalmers University of Technology";"Mathematics, Statistics";"";"Sweden";"Göteborg";"https://www.chalmers.se/en/about-chalmers/Working-at-Chalmers/Vacancies/Pages/default.aspx?rmpage=job&rmjob=9875";"https://euraxess.ec.europa.eu/jobs/695957"
"Professor/Associate Professor/Assistant Professor in Data Science";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"BNU-HKBU UNITED INTERNATIONAL COLLEGE";"Engineering ,Mathematics";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/238119/professor-associate-professor-assistant-professor-in-data-science/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/627299"
"Research Fellow, AI for CS Automation";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"NATIONAL UNIVERSITY OF SINGAPORE";"Engineering";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/270633/research-fellow-ai-for-cs-automation/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/704392"
"Research Assistant, Grab-NUS AI Lab";"First Stage Researcher (R1) , Recognised Researcher (R2)";"NATIONAL UNIVERSITY OF SINGAPORE";"Engineering";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/270128/research-assistant-grab-nus-ai-lab/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/702972"
"Post Doc Pharmacoinformatics Research Group";"Recognised Researcher (R2) , Established Researcher (R3)";"University of Vienna";"Computer science, Modelling tools ,Pharmacological sciences, Pharmacy ,Pharmacological sciences, Toxicology";"40";"Austria";"Vienna";"mailto:anika.dangl@univie.ac.at";"https://euraxess.ec.europa.eu/jobs/693548"
"Assistant Manager, Teaching and Learning Centre";"Recognised Researcher (R2) , Established Researcher (R3)";"SINGAPORE UNIVERSITY OF SOCIAL SCIENCES";"Engineering";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/269671/assistant-manager-teaching-and-learning-centre/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/700913"
"Faculty of Mathematics (in Applied Mathematics/Data Science)";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"VIN UNIVERSITY";"Engineering";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/263559/faculty-of-mathematics-in-applied-mathematics-data-science-/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/679545"
"Postdoctoral position in artificial intelligence and image analysis (Data science)";"Recognised Researcher (R2)";"Achucarro Basque Center for Neuroscience";"Biological sciences, Biology ,Neurosciences, Neurobiology ,Neurosciences, Neuroinformatics ,Pharmacological sciences, Other";"40";"Spain";"Bilbao";"https://www.achucarro.org/job-offer/postdoc_ikur_ai";"https://euraxess.ec.europa.eu/jobs/702658"
"Post-Doctoral Fellowship in Data Science and Instrumentation";"Established Researcher (R3)";"FAPESP - São Paulo Research Foundation";"Engineering";"";"Brazil";"São Paulo";"http://www.fapesp.br/oportunidades/4432";"https://euraxess.ec.europa.eu/jobs/672320"
"PhD Position - Framework for Meta Data Analysis and Interactive Exploration of large Plant FAIR...";"First Stage Researcher (R1)";"Forschungszentrum Jülich";"All";"";"Germany";"Jülich";"mailto:karriere@fz-juelich.de";"https://euraxess.ec.europa.eu/jobs/660264"
"PhD Position - High Dimensional Multi Omics Data Integration";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Jülich Research Centre (FZJ)";"Computer science ,Engineering ,Environmental science ,Medical sciences ,Technology";"";"Germany";"Jülich";"https://www.fz-juelich.de/SharedDocs/Stellenangebote/_common/dna/2021D-129-EN-IBG-4.html?nn=722038";"https://euraxess.ec.europa.eu/jobs/690598"
"PhD Position - High Dimensional Multi Omics Data Integration";"First Stage Researcher (R1)";"Forschungszentrum Jülich";"All";"";"Germany";"Jülich";"mailto:karriere@fz-juelich.de";"https://euraxess.ec.europa.eu/jobs/690016"
"Post-doctoral Fellowship in Mathematical Modeling and Data Sciences applied to Sugarcane Plant...";"First Stage Researcher (R1)";"Engineering Research Center – Plant Health in Sugarcane (ERC-PHS) - UNESP";"Mathematics, Applied mathematics ,Mathematics, Statistics";"40";"Brazil";"Jaboticabal";"mailto:stela.montoro@unesp.br";"https://euraxess.ec.europa.eu/jobs/704223"
"Senior Data Scientist";"First Stage Researcher (R1)";"ETH Zurich";"Computer science, Mathematics, Statistics";"41";"Switzerland";"Zurich";"https://academicpositions.com/ad/eth-zurich/2021/senior-data-scientist/164851";"https://euraxess.ec.europa.eu/jobs/698421"
"Research Assistant, AI.SG";"First Stage Researcher (R1) , Recognised Researcher (R2)";"NATIONAL UNIVERSITY OF SINGAPORE";"Engineering";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/269477/research-assistant-ai-sg/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/699930"
"Postdoctoral Research Associate in Data-Led Discovery of New Materials";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"University of Liverpool";"Chemistry ,Computer science ,Engineering ,Mathematics ,Physics";"";"United Kingdom";"Liverpool";"https://my.corehr.com/pls/ulivrecruit/erq_jobspec_version_4.display_form?p_company=1&p_internal_external=E&p_display_in_irish=N&p_process_type=&p_applicant_no=&p_form_profile_detail=&p_display_apply_ind=Y&p_refresh_search=Y&p_recruitment_id=033126";"https://euraxess.ec.europa.eu/jobs/697468"
"Research Engineer, Centre for Maritime Studies";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"NATIONAL UNIVERSITY OF SINGAPORE";"Economics ,Engineering ,Environmental science ,Geosciences";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/268350/research-engineer-centre-for-maritime-studies/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/695920"
"Research Fellow, Centre for Maritime Studies";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"NATIONAL UNIVERSITY OF SINGAPORE";"Engineering ,Environmental science ,Geosciences ,Management sciences";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/268344/research-fellow-centre-for-maritime-studies/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/695915"
"IC36_21 Data analyst";"First Stage Researcher (R1)";"INSTITUT D&amp;#039;INVESTIGACIO SANITARIA PERE VIRGILI";"Chemistry, Biochemistry";"40";"Spain";"Reus";"mailto:recruitment@iispv.cat";"https://euraxess.ec.europa.eu/jobs/692515"
"Chair Professor/Professor in Miscellaneous Areas";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"BNU-HKBU UNITED INTERNATIONAL COLLEGE";"Agricultural sciences, Psychological sciences";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/265269/chair-professor-professor-in-miscellaneous-areas/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/682993"
"COMPETITION FOR ADMISSION TO PHD PROGRAMMES AT THE UNICAM SAS and for the assignment of no. 17... (# of pos: 17)";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Università degli Studi di Camerino";"Architecture ,Biological sciences ,Chemistry ,Computer science ,Juridical sciences ,Physics";"";"Italy";"";"http://vele.unicam.it/CallforApplication";"https://euraxess.ec.europa.eu/jobs/693381"
"2 Visiting Assistant Professor positions in the Department of Statistics at Universidad Carlos III... (# of pos: 2)";"Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Universidad Carlos III de Madrid";"Mathematics, Statistics";"37,5";"Spain";"Getafe";"mailto:departamento.estadistica@uc3m.es";"https://euraxess.ec.europa.eu/jobs/701733"
"Postdoctoral Researcher (2,5 years/1,0 FTE) in Bioinformatics to make FAIR data analysis real -...";"Recognised Researcher (R2)";"Maastricht University (UM)";"Medical sciences ,Physics";"40.0";"Netherlands";"Maastricht";"https://www.academictransfer.com/305768/postdoctoral-researcher-25-years10-fte-in-bioinformatics-to-make-fair-data-analysis-real-fhmlnutrimdepartment-of-bioinformatics-bigcat/apply/#apply";"https://euraxess.ec.europa.eu/jobs/701004"
"Postdoctoral Fellow - Metabolic modeling of lipid diversity";"First Stage Researcher (R1)";"Medical University of Innsbruck";"Medical sciences, Medicine";"40";"Austria";"Innsbruck";"mailto:humgen@i-med.ac.at";"https://euraxess.ec.europa.eu/jobs/696143"
"Division of Science and Technology, Research Fellow";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"BNU-HKBU UNITED INTERNATIONAL COLLEGE";"Engineering ,Mathematics";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/268495/division-of-science-and-technology-research-fellow/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/696394"
"DataScience & Programming Professor at NovaSBE (Assistant and Associate rank for Teaching Track)";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3)";"Nova School of Business and Economics";"Management sciences, Other";"35";"Portugal";"Lisbon";"https://novasbe.az1.qualtrics.com/jfe/form/SV_eqvIzFkNqTWVzzo";"https://euraxess.ec.europa.eu/jobs/687479"
"Research Associate – Data Integration, Data Science Institute, NUI Galway (NUIG RES 227-21)";"Recognised Researcher (R2)";"National University of Ireland, Galway";"Other";"39";"Ireland";"Galway";"mailto:lukasz.porwol@insight-centre.org";"https://euraxess.ec.europa.eu/jobs/704533"
"Fully-funded PhD positions in Biology, Neuroscience, Mathematics, Computer Science, Physics,... (# of pos: 60)";"First Stage Researcher (R1)";"IST Austria";"Biological sciences ,Chemistry ,Computer science ,Mathematics ,Neurosciences ,Physics";"40";"Austria";"Klosterneuburg";"https://phd.pages.ist.ac.at/apply/";"https://euraxess.ec.europa.eu/jobs/699298"
"Ethics and legal researchers in the area of biomedical data sciences (Research...";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"University of Luxembourg";"Computer science ,Juridical sciences ,Medical sciences ,Philosophy";"";"Luxembourg";"Luxembourg";"https://emea3.recruitmentplatform.com/syndicated/private/syd_apply.cfm?ID=PSAFK026203F3VBQB7V7VV4I3&nPostingTargetId=97160&nPostingId=66077";"https://euraxess.ec.europa.eu/jobs/699987"
"Ethics and legal researchers in the area of biomedical data sciences (Research...";"First Stage Researcher (R1) , Recognised Researcher (R2)";"University of Luxembourg";"Ethics in natural sciences ,Juridical sciences ,Medical sciences";"40";"Luxembourg";"Belval";"https://uniluxembourg.recruitmentplatform.com/apply.html?jobId=P4CFK026203F3VBQB7V7VV4AO-97161&langCode=en_GB";"https://euraxess.ec.europa.eu/jobs/680105"
"Post-Doc/Research Engineer position in Data Science/AI for the behavioral analysis of... (# of pos: 3)";"First Stage Researcher (R1)";"Inserm/IMRB/ENS";"Language sciences, Neurosciences, Other";"37";"France";"CRETEIL";"mailto:rmassart.npi@gmail.com";"https://euraxess.ec.europa.eu/jobs/686062"
"PhD Position - Framework for Meta Data Analysis and Interactive Exploration of large Plant FAIR...";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Jülich Research Centre (FZJ)";"Computer science ,Engineering ,Medical sciences";"";"Germany";"Jülich";"https://www.fz-juelich.de/SharedDocs/Stellenangebote/_common/dna/2021D-090-EN-IBG-4.html?nn=722038";"https://euraxess.ec.europa.eu/jobs/692315"
"Assistant Professor, tenure track (development agreement)";"Recognised Researcher (R2) , Established Researcher (R3)";"WU Vienna University of Economics and Business";"Economics, Other";"40";"Austria";"Vienna";"https://www.wu.ac.at/karriere/arbeiten-an-der-wu/jobangebote?yid=1184&af=1&preview=1";"https://euraxess.ec.europa.eu/jobs/701872"
"Junior Business Developer";"Recognised Researcher (R2)";"University of Antwerp";"Computer science, Economics, Management studies";"38";"Belgium";"Antwerpen";"https://academicpositions.com/ad/university-of-antwerp/2021/junior-business-developer/165080";"https://euraxess.ec.europa.eu/jobs/701047"
"Medior Business Developer";"Recognised Researcher (R2)";"University of Antwerp";"Computer science, Economics, Management studies";"38";"Belgium";"Antwerpen";"https://academicpositions.com/ad/university-of-antwerp/2021/medior-business-developer/165079";"https://euraxess.ec.europa.eu/jobs/701046"
"Director or Co-director";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"University of Tübingen (Uni Tübingen)";"Computer science ,Medical sciences ,Neurosciences";"";"Germany";"Tübingen";"mailto:symposium@ghst.de";"https://euraxess.ec.europa.eu/jobs/696497"
"Research Data Steward (f/m/d) (Dipl./M.Sc./Ph.D. in Natural sciences, Data science, or Engineering...";"Recognised Researcher (R2) , Established Researcher (R3)";"Helmholtz-Zentrum Berlin für Materialien und Energie";"Physics";"";"Germany";"Berlin";"mailto:lena.richter@helmholtz-berlin.de";"https://euraxess.ec.europa.eu/jobs/694829"
"PhD position (m/f/d)";"First Stage Researcher (R1)";"Heidelberg University";"Biological sciences, Biological engineering ,Computer science, Cybernetics ,Engineering, Biomedical engineering ,Medical sciences, Medicine";"39";"Germany";"Heidelberg";"mailto:stefan.kallenberger@bioquant.uni-heidelberg.de";"https://euraxess.ec.europa.eu/jobs/701756"
"Research Fellow, Bioinformatician, Cancer Science Institute";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"NATIONAL UNIVERSITY OF SINGAPORE";"Biological sciences ,Engineering ,Mathematics ,Medical sciences";"";"";"";"https://www.timeshighereducation.com/unijobs/listing/268726/research-fellow-bioinformatician-cancer-science-institute/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/697403"
"(Senior) Data Scientist for Privacy Enhancing Technologies (m/f/d)";"First Stage Researcher (R1) , Recognised Researcher (R2)";"Huawei Research Germany";"Computer science, Other";"";"Germany";"Munich";"https://apply.workable.com/j/1BFA304159";"https://euraxess.ec.europa.eu/jobs/654153"
"(H/F) Thesis in : High Fidelity Brain-Computer Interface for Motor Rehabilitation";"First Stage Researcher (R1)";"CNRS";"Computer science ,Engineering ,Mathematics";"35";"France";"ST MARTIN D HERES";"https://emploi.cnrs.fr/Candidat/Offre/UMR5216-VIRFAU-016/Candidater.aspx";"https://euraxess.ec.europa.eu/jobs/703308"
"Scientific Project Manager";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Human Technopole";"Biological sciences ,Economics ,Medical sciences ,Neurosciences";"";"Italy";"Milan";"https://careers.humantechnopole.it/o/scientific-project-manager";"https://euraxess.ec.europa.eu/jobs/698708"
"Computational Biology Trainer for VIB and ELIXIR Belgium";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"Flanders Institute for Biotechnology (VIB)";"Biological sciences ,Technology";"";"Belgium";"Ghent";"https://jobs.vib.be/j/41569/computational-biology-trainer-for-vib-and-elixir-belgium?source=naturecareers";"https://euraxess.ec.europa.eu/jobs/698730"
"Assistant/Associate/Full Professor in Statistics 2021/2022";"First Stage Researcher (R1) , Recognised Researcher (R2) , Established Researcher (R3) , Leading Researcher (R4)";"KING ABDULLAH UNIVERSITY OF SCIENCE & TECHNOLOGY";"Mathematics";"";"Saudi Arabia";"Thuwal, Saudi Arabia";"https://www.timeshighereducation.com/unijobs/listing/268231/assistant-associate-full-professor-in-statistics-2021-2022/?TrackID=427338&utm_source=euraxess&utm_medium=aggregator&utm_campaign=2021-11-03";"https://euraxess.ec.europa.eu/jobs/695856"
